appid	name	release_date	english	developer	publisher	categories	genres	price
266290	Helicopter Simulator 2014: Search and Rescue	2014-02-28	1	VipaGames	VipaGames	Single-player;Steam Achievements;Partial Controller Support	Simulation	4.99
266310	GameGuru	2015-05-19	1	The Game Creators	The Game Creators	Single-player;Multi-player;Includes level editor	Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development	14.99
266330	Ethan: Meteor Hunter	2014-02-07	1	Seaven Studio	Seaven Studio	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;Indie	6.99
266370	Calibre 10 Racing	2014-03-26	1	Bongfish GmbH	Bongfish GmbH	Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards	Action;Racing;Early Access	1.59
266390	Farm for your Life	2014-06-16	1	Hammer Labs	Hammer Labs	Single-player;Steam Achievements	Casual;Indie;Simulation;Strategy	6.99
266410	iRacing	2015-01-12	1	iRacing.com Motorsport Simulations;iRacing	iRacing.com Motorsport Simulations;iRacing	Single-player;Multi-player;MMO;VR Support;Partial Controller Support	Massively Multiplayer;Racing;Simulation;Sports	7.99
266430	Anarchy Arcade	2014-09-03	1	Elijah Newman-Gomez	Elijah Newman-Gomez	Single-player;Multi-player;Steam Achievements;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor	Casual;Free to Play;Indie;Early Access	0
266490	Lili: Child of Geos - Complete Edition	2014-05-09	1	BitMonster, Inc.	BitMonster, Inc.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards	Adventure;Indie;RPG	10.99
266510	Hand of Fate	2015-02-17	1	Defiant Development	Defiant Development	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Indie;RPG	14.99
266840	Age of Mythology: Extended Edition	2014-05-08	1	SkyBox Labs;Ensemble Studios	Microsoft Studios	Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor	Simulation;Strategy	22.99
266980	The Labyrinth of Time	2014-11-26	1	Terra Nova Development	Nightdive Studios	Single-player	Adventure	4.79
267060	Gravity Badgers	2013-11-28	1	Wales Interactive	Wales Interactive	Single-player;Steam Achievements;Steam Trading Cards	Casual;Indie	3.99
267130	Star Swarm Stress Test	2014-01-30	1	Oxide Games	Stardock Entertainment	Single-player	Utilities	0
267220	Line Of Defense Tactics - Tactical Advantage	2014-03-17	1	3000AD	3000AD	Single-player	Action;Indie;RPG;Strategy	6.99
267340	Beware Planet Earth	2014-04-11	1	Lightmare Studio	BANDAI NAMCO Entertainement	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Casual;Indie;Strategy	6.99
267360	MURI	2013-12-06	1	Ludosity;Remar Games	Ludosity	Single-player;Steam Trading Cards;Partial Controller Support	Action	3.99
267490	Batman???: Arkham Origins Blackgate - Deluxe Edition	2014-04-01	1	Armature Studio	WB Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Adventure	14.99
267530	The LEGO?? Movie - Videogame	2014-02-27	1	TT Fusion;Traveller's Tales;Feral Interactive (Mac)	Warner Bros. Interactive Entertainment;Feral Interactive (Mac)	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud	Action;Adventure	14.99
267600	Airport Simulator 2014	2013-12-19	1	United Independent Entertainment GmbH	United Independent Entertainment GmbH	Single-player;Steam Cloud	Simulation	6.99
267610	Woodcutter Simulator 2013	2013-12-19	1	United Independent Entertainment GmbH	United Independent Entertainment GmbH	Single-player;Multi-player;Steam Cloud	Simulation	5.79
267670	Realms of Arkania 1 - Blade of Destiny Classic	2014-01-10	1	attic Entertainment Software GmbH	United Independent Entertainment GmbH	Single-player;Steam Trading Cards	RPG	2.49
267730	Ground Pounders	2014-07-15	1	Kerberos Productions Inc.	Kerberos Productions Inc.	Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards	Indie;Strategy	3.99
267900	Guilty Gear Isuka	2014-01-16	1	Arc System Works	Arc System Works	Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action	6.99
267920	Gun Metal	2014-01-16	1	Rage Software	Funbox Media Ltd	Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action	2.09
267940	Glacier 3: The Meltdown	2014-01-23	1	Team 6 Studios	Funbox Media Ltd	Single-player	Action;Racing	2.09
267960	Hyper Fighters	2014-01-23	1	Team 6 Studios	Funbox Media Ltd	Single-player	Action	2.09
267980	Hostile Waters: Antaeus Rising	2014-01-30	1	Rage Software	Funbox Media Ltd	Single-player;Steam Trading Cards;Steam Cloud	Strategy	2.09
268050	The Evil Within	2014-10-13	1	Tango Gameworks	Bethesda Softworks	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud	Action	14.99
268130	Heat Signature	2017-09-21	1	Suspicious Developments	Suspicious Developments	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Adventure;Indie;Strategy	10.99
268200	Antisquad	2014-05-22	1	InsGames	INSGAMES LIMITED	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards	Action;Adventure;Strategy	4.99
268220	Meltdown	2014-06-05	1	Phenomenon Games	Phenomenon Games	Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Steam Leaderboards	Action;Indie	3.49
268240	Mechanic Escape	2014-04-15	1	Slak Games	Plug In Digital	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action;Adventure;Indie	4.49
268260	Let's Sing	2014-02-13	1	Voxler Games	Plug In Digital	Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Leaderboards	Casual;Indie	12.99
268320	Grapple	2015-03-09	1	Tuesday Society	Midnight City;Majesco Entertainment	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Indie	5.19
268340	High Strangeness	2015-05-06	1	Barnyard Intelligence Games;Crystal Labs	Barnyard Intelligence Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Adventure;Indie;RPG	3.99
268360	Krautscape	2016-02-24	1	Mario von Rickenbach;Playables	Midnight City;Majesco Entertainment	Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards	Indie;Racing	5.19
268400	Panzer Corps	2014-03-12	1	Flashback Games;The Lordz Games Studio	Slitherine Ltd.	Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Includes level editor	Strategy	14.99
268420	Aura Kingdom	2014-07-01	1	X-Legend	Aeria Games	MMO;Steam Trading Cards	Adventure;Casual;Free to Play;Massively Multiplayer;RPG	0
268500	XCOM?? 2	2016-02-04	1	Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)	2K;Feral Interactive (Mac);Feral Interactive (Linux)	Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud	Strategy	34.99
268520	Orc Attack: Flatulent Rebellion	2014-05-15	1	Casual Brothers	Reverb	Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support	Action;Adventure;Indie	6.99
268540	The Whispered World Special Edition	2014-05-06	1	Daedalic Entertainment	Daedalic Entertainment	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available	Adventure;Indie	16.99
268650	From the Depths	2014-08-07	1	Brilliant Skies Ltd.	Brilliant Skies Ltd.	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor	Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access	11.39
268670	The Memory of Eldurim	2014-02-07	1	Liminal Games	Liminal Games	Single-player	Action;Adventure;Indie;RPG;Early Access	0.79
268750	Magicite	2014-06-09	1	SmashGames	SmashGames	Single-player;Multi-player	Action;Adventure;Indie;RPG	7.19
268770	Treasure Adventure World	2018-02-07	1	Robit Games	Chucklefish	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats	Adventure;Indie	6.99
268810	Paranormal State: Poison Spring	2014-04-09	1	Teyon	Legacy Games	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Casual;Indie	6.99
268850	EVGA Precision XOC	2014-07-16	1	EVGA	EVGA	Single-player;Steam Achievements	Utilities	0
268870	Satellite Reign	2015-08-27	1	5 Lives Studios	5 Lives Studios	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Indie;Strategy	22.99
268890	Masters of the World - Geopolitical Simulator 3	2014-02-05	1	Eversim	Eversim	Single-player;Multi-player	Simulation	26.99
268910	Cuphead	2017-09-29	1	Studio MDHR Entertainment Inc.	Studio MDHR Entertainment Inc.	Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Indie	14.99
268930	Malevolence: The Sword of Ahkranox	2019-04-08	1	Visual Outbreak	Visual Outbreak	Single-player;Steam Achievements;Stats	Adventure;Indie;RPG	19.49
268970	You Are Not The Hero	2015-06-02	1	ToMorning Productions	ToMorning Productions	Single-player;Steam Achievements;Captions available;Partial Controller Support	Adventure;Indie;RPG;Early Access	10.99
268990	The Dishwasher: Vampire Smile	2017-05-12	1	Ska Studios	Ska Studios	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;Indie	6.99
269010	Science Girls	2014-03-20	1	Spiky Caterpillar	Hanako Games	Single-player;Steam Achievements	Indie;RPG	3.99
269030	The Yawhg	2014-02-27	1	Damian Sommer;Emily Carroll	Damian Sommer	Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards	Indie;RPG	6.99
269050	Year Walk	2014-03-06	1	Simogo	Simogo	Single-player;Steam Achievements	Adventure;Indie	4.79
269110	Super Motherload	2014-04-04	1	XGen Studios	XGen Studios	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Adventure;Casual;Indie;RPG	10.99
269150	Luxuria Superbia	2014-01-28	1	Tale of Tales	Tale of Tales	Single-player;Shared/Split Screen;Full controller support;Partial Controller Support	Action;Casual;Indie;Simulation	4.99
269170	Sports Bar VR	2016-06-01	1	Cherry Pop Games;Perilous Orbit	Perilous Orbit	Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Cloud	Casual;Indie;Simulation;Sports;Strategy	14.99
269190	Edge Of Eternity	2018-12-05	1	Midgar Studio	Dear Villagers	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats	RPG;Early Access	15.49
269210	Hero Siege	2014-01-29	1	Elias Viglione;Jussi Kukkonen	Panic Art Studios	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Adventure;Indie;Massively Multiplayer;RPG	6.99
269230	Aces Wild: Manic Brawling Action!	2014-01-31	1	Culture Attack Studio;Tyler Doak	Culture Attack Studio	Single-player;Shared/Split Screen;Partial Controller Support	Action;Indie	6.99
269250	WORLD END ECONOMiCA episode.01	2014-06-17	1	Spicy Tails	Sekai Project	Single-player;Steam Trading Cards	Indie	9.99
269270	LOVE	2014-02-07	1	Fred Wood	Fred Wood	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor	Action;Indie	2.09
269290	liteCam Game: 100 FPS Game Capture	2014-02-24	1	Rsupport Inc.	Rsupport Inc.	Single-player	Utilities;Video Production	10.99
269310	Infectonator: Survivors	2016-08-08	1	Toge Productions	Toge Productions	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Action;Adventure;Indie;RPG;Simulation;Strategy	6.99
269330	Chronology	2014-05-12	1	Bedtime Digital Games	Bedtime Digital Games	Single-player;Full controller support;Steam Trading Cards;Steam Cloud	Adventure;Indie	3.99
269350	Montas	2014-03-24	1	Organic Humans	Organic Humans	Single-player;Full controller support;VR Support;Steam Cloud	Adventure;Indie;Early Access	6.99
269370	Reaper - Tale of a Pale Swordsman	2014-02-07	1	Hexage	Hexage	Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Action;Indie;RPG	3.99
269430	Burning Cars	2014-01-31	1	Polynetix Studio	Polynetix Studio	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support	Racing	4.79
269470	MorphVOX Pro - Voice Changer	2014-02-13	1	Screaming Bee	Screaming Bee	Single-player;Steam Cloud	Audio Production;Utilities	29.99
269490	Bardbarian	2014-04-01	1	TreeFortress Games	TreeFortress Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Casual;Indie;RPG;Strategy	5.59
269530	Voice of Pripyat	2014-11-19	1	Slav Pankratov	Slav Pankratov	Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards	Action;Indie;Massively Multiplayer;Early Access	4.99
269570	GTGD S1: More Than a Gamer	2014-02-13	1	GTGD	GTGD	Single-player	Education;Software Training	11.39
269590	Claustrophobia: The Downward Struggle	2014-09-09	1	The Indie Forge	The Indie Forge	Single-player	Indie;RPG;Strategy;Early Access	3.49
269610	Arcane Worlds	2014-01-28	1	Ranmantaru Games	Ranmantaru Games	Single-player	Action;Adventure;Early Access;Indie;Strategy	6.99
269630	A Mass of Dead	2015-07-15	1	Dev Arc	Dev Arc	Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Indie	3.99
269650	Dex	2015-05-07	1	Dreadlocks Ltd.	Dreadlocks Ltd.;Techland;WhisperGames	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available	Action;Adventure;Indie;RPG	14.99
269670	BADLAND: Game of the Year Edition	2015-05-26	1	Frogmind	Frogmind	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;Adventure;Indie	6.99
269690	RymdResa	2015-08-20	1	Morgondag	Morgondag	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Adventure;Indie;RPG	9.29
269710	Tumblestone	2016-07-12	1	The Quantum Astrophysicists Guild	The Quantum Astrophysicists Guild	Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;Casual;Indie;Strategy	18.99
269730	The Golf Club	2014-08-19	1	HB Studios	HB Studios	Single-player;Multi-player;Partial Controller Support;Includes level editor	Simulation;Sports	22.99
269770	Secrets of Grindea	2015-07-13	1	Pixel Ferrets	Pixel Ferrets	Single-player;Online Multi-Player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie;RPG;Early Access	10.99
269790	DreadOut	2014-05-15	1	Digital Happiness	Digital Happiness	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Adventure;Indie	10.99
269810	Spate	2014-03-27	1	Eric Provan - Ayyo Games	Ayyo Games	Single-player;Partial Controller Support	Action;Adventure;Indie	1.59
269890	AR-K	2014-07-21	1	GATO STUDIO	GATO STUDIO	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Indie	5.79
269950	X-Plane 11	2017-03-30	1	Laminar Research	Laminar Research	Single-player;Local Multi-Player;Partial Controller Support;Includes level editor	Simulation	54.99
269990	Infinite Space III: Sea of Stars	2015-10-29	1	Digital Eel	Digital Eel	Single-player	Adventure;Indie	6.99
270010	Time Rifters	2014-10-21	1	Proton Studio Inc	 	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor;Commentary available	Action;Casual;Indie	6.99
270030	Snow Horse	2016-08-03	1	KinifiGames LLC	KinifiGames LLC	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards	Action;Casual;Indie;Simulation;Sports	4.79
270050	Quest of Dungeons	2014-03-25	1	David Amador	David Amador	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Adventure;Indie;RPG	3.99
270070	The Girl and the Robot	2016-08-17	1	Flying Carpets Games	Flying Carpets Games	Single-player;Partial Controller Support	Action;Adventure;Indie;RPG	6.99
270090	//N.P.P.D. RUSH//- The milk of Ultraviolet	2014-02-13	1	Rail Slave Games	KISS ltd	Single-player;Steam Trading Cards	Action;Indie	2.99
270110	Block Story???	2015-12-10	1	MindBlocks Studio, LLC	MindBlocks Studio, LLC	Single-player;Steam Achievements;Partial Controller Support	Action;Adventure;Indie;RPG	1.99
270130	The Gallery - Episode 1: Call of the Starseed	2016-04-05	1	Cloudhead Games ltd.	Cloudhead Games ltd.	Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud	Adventure;Casual;Indie	14.99
270150	RUNNING WITH RIFLES	2015-04-02	1	Osumia Games	Osumia Games	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop	Action;Indie	10.99
270170	Depression Quest	2014-08-11	1	The Quinnspiracy;Patrick Lindsey;Isaac Schankler	The Quinnspiracy	Single-player;Full controller support	Free to Play;Indie;RPG;Simulation	0
